"transaction_id","product_id","customer_id","transaction_date","online_order","order_status","standard_cost"
9272,89,2221,2017-08-13,true,Approved,57.74
9273,43,3077,2017-11-06,false,Approved,649.49
9274,33,1025,2017-06-13,false,Approved,1167.18
9275,84,2570,2017-03-10,true,Approved,215.14
9276,0,731,2017-07-15,true,Approved,
9277,81,2585,2017-08-11,true,Approved,521.94
9278,87,1218,2017-10-12,false,Approved,707.40
9279,0,2647,2017-10-31,true,Approved,125.07
9280,40,1017,2017-01-10,false,Approved,598.76
9281,66,304,2017-06-26,false,Approved,525.33
9282,39,2761,2017-08-22,false,Approved,582.48
9283,38,479,2017-10-15,true,Approved,826.51
9284,3,1594,2017-10-16,true,Cancelled,388.92
9285,45,213,2017-07-17,false,Approved,234.43
9286,78,1303,2017-10-15,true,Approved,709.48
9287,52,315,2017-02-04,true,Approved,829.51
9288,56,896,2017-05-12,true,Approved,137.90
9289,98,978,2017-06-21,false,Approved,101.58
9290,43,2937,2017-09-16,true,Approved,649.49
9291,100,2095,2017-05-24,false,Approved,206.35
9292,2,3083,2017-09-24,true,Approved,53.62
9293,46,2587,2017-05-13,false,Approved,74.51
9294,45,3373,2017-11-16,false,Approved,84.99
9295,92,679,2017-08-26,true,Approved,1259.36
9296,18,1340,2017-10-25,true,Approved,689.18
9297,46,2048,2017-04-04,false,Approved,248.82
9298,35,1807,2017-10-28,true,Approved,954.82
9299,19,1555,2017-02-27,true,Approved,459.71
9300,14,94,2017-08-18,false,Approved,1234.29
9301,46,3390,2017-06-20,false,Approved,248.82
9302,89,730,2017-07-25,true,Approved,57.74
9303,28,3073,2017-01-01,false,Approved,1082.36
9304,95,258,2017-01-04,false,Approved,933.84
9305,20,924,2017-03-18,false,Approved,1580.47
9306,63,289,2017-03-03,true,Approved,762.63
9307,71,2144,2017-05-22,false,Approved,1105.75
9308,28,3406,2017-09-18,true,Approved,1082.36
9309,14,1330,2017-03-14,true,Approved,1234.29
9310,21,1451,2017-01-13,true,Approved,380.74
9311,36,1344,2017-11-06,true,Approved,507.58
9312,95,1576,2017-06-26,true,Approved,528.43
9313,11,3266,2017-02-21,false,Approved,764.96
9314,9,3351,2017-04-25,false,Approved,667.40
9315,77,541,2017-03-13,false,Approved,795.10
9316,64,815,2017-09-14,false,Approved,596.55
9317,48,662,2017-03-28,false,Approved,950.52
9318,67,2618,2017-06-22,true,Approved,376.84
9319,9,1663,2017-11-16,false,Approved,1082.36
9320,31,1084,2017-09-25,true,Cancelled,173.18
9321,56,1477,2017-05-03,true,Approved,137.90
9322,50,1600,2017-06-10,false,Approved,211.37
9323,30,3300,2017-12-11,false,Approved,448.90
9324,94,1131,2017-01-06,false,Approved,993.66
9325,60,1635,2017-08-13,false,Approved,1759.85
9326,0,2310,2017-10-25,false,Approved,
9327,5,182,2017-07-01,false,Approved,459.71
9328,78,2732,2017-06-28,false,Approved,709.48
9329,8,2787,2017-04-09,true,Approved,1516.13
9330,10,3247,2017-10-27,true,Approved,363.25
9331,15,3318,2017-06-16,false,Approved,13.44
9332,66,685,2017-09-09,true,Approved,525.33
9333,51,1450,2017-01-19,true,Approved,1203.40
9334,0,505,2017-08-30,true,Approved,84.99
9335,48,856,2017-12-19,true,Approved,950.52
9336,84,3479,2017-05-26,true,Approved,215.14
9337,80,1706,2017-10-14,false,Approved,596.55
9338,62,2406,2017-03-22,true,Approved,298.72
9339,95,3102,2017-09-15,false,Approved,528.43
9340,1,97,2017-09-19,false,Approved,954.82
9341,28,3368,2017-11-17,true,Approved,1082.36
9342,0,559,2017-04-19,false,Approved,56.93
9343,28,1497,2017-05-21,true,Approved,1516.13
9344,21,1187,2017-01-21,true,Approved,380.74
9345,39,3167,2017-04-24,false,Approved,582.48
9346,0,2023,2017-03-25,false,Approved,53.62
9347,8,3469,2017-08-06,false,Approved,1516.13
9348,50,3044,2017-08-31,true,Approved,131.92
9349,45,669,2017-10-25,false,Approved,84.99
9350,61,1654,2017-08-26,false,Approved,521.94
9351,99,2672,2017-07-01,true,Approved,770.89
9352,69,1970,2017-03-16,true,Approved,594.68
9353,45,2317,2017-07-11,false,Approved,84.99
9354,98,2187,2017-04-06,true,Approved,215.03
9355,77,1093,2017-06-27,true,Approved,795.10
9356,0,469,2017-06-18,true,Approved,270.30
9357,33,3118,2017-06-24,false,Approved,1610.90
9358,41,3147,2017-08-21,false,Approved,312.74
9359,39,3115,2017-04-13,false,Approved,582.48
9360,67,2316,2017-07-10,false,Approved,376.84
9361,32,3282,2017-08-19,true,Approved,707.40
9362,33,558,2017-02-06,false,Approved,1167.18
9363,62,871,2017-01-01,false,Approved,298.72
9364,91,1383,2017-05-17,true,Approved,75.26
9365,74,1670,2017-10-27,true,Approved,400.91
9366,5,2785,2017-09-13,false,Approved,459.71
9367,36,1254,2017-11-23,true,Approved,507.58
9368,26,1693,2017-06-16,false,Approved,762.63
9369,76,1948,2017-07-15,true,Approved,513.85
9370,90,2409,2017-03-13,true,Approved,290.41
9371,0,2584,2017-03-16,true,Approved,528.43
9372,13,1480,2017-06-25,true,Approved,826.51
9373,80,677,2017-06-26,false,Approved,933.84
9374,43,2688,2017-07-24,false,Approved,649.49
9375,52,1584,2017-12-28,true,Approved,829.51
9376,36,1881,2017-11-25,true,Approved,507.58
9377,23,430,2017-10-26,true,Approved,381.10
9378,19,1053,2017-04-01,true,Approved,7.21
9379,26,3306,2017-08-10,true,Approved,762.63
9380,2,1872,2017-05-07,true,Approved,53.62
9381,17,1472,2017-02-14,true,Approved,614.80
9382,63,3134,2017-10-27,false,Approved,99.59
9383,0,3145,2017-04-05,false,Approved,298.72
9384,45,2027,2017-02-08,true,Approved,234.43
9385,73,3135,2017-05-18,false,Approved,333.18
9386,63,710,2017-08-28,false,Approved,762.63
9387,77,3223,2017-05-25,true,Approved,795.10
9388,93,2548,2017-05-30,false,Approved,230.09
9389,53,1537,2017-07-09,false,Approved,101.58
9390,63,1938,2017-05-15,false,Approved,99.59
9391,0,531,2017-08-18,false,Approved,407.54
9392,93,3191,2017-12-23,false,Approved,230.09
9393,92,2404,2017-02-23,false,Approved,1259.36
9394,1,1835,2017-06-26,true,Approved,954.82
9395,98,762,2017-04-05,true,Approved,215.03
9396,38,111,2017-07-26,true,Approved,826.51
9397,88,2595,2017-11-16,false,Approved,381.10
9398,3,1971,2017-10-29,true,Approved,388.92
9399,42,2837,2017-07-15,true,Approved,1610.90
9400,44,2755,2017-05-25,true,Approved,108.76
9401,53,1081,2017-03-28,true,Approved,101.58
9402,29,1213,2017-09-04,false,Approved,230.09
9403,93,1422,2017-06-19,false,Approved,230.09
9404,66,2717,2017-07-12,false,Approved,525.33
9405,6,9,2017-08-20,false,Approved,136.73
9406,5,1474,2017-01-15,true,Approved,459.71
9407,37,1298,2017-08-11,true,Approved,248.82
9408,91,2655,2017-03-24,false,Approved,75.26
9409,77,1006,2017-10-29,false,Approved,795.10
9410,12,1195,2017-06-23,true,Approved,161.60
9411,49,1183,2017-06-20,true,Approved,400.13
9412,37,2489,2017-03-11,false,Approved,248.82
9413,86,2331,2017-05-05,false,Approved,125.07
9414,79,714,2017-03-24,true,Approved,675.03
9415,27,3309,2017-03-11,true,Approved,154.40
9416,43,2392,2017-10-17,false,Approved,649.49
9417,1,3258,2017-12-13,true,Approved,954.82
9418,7,2942,2017-12-21,false,Approved,1167.18
9419,27,1830,2017-11-26,false,Approved,154.40
9420,0,1672,2017-11-13,true,Approved,
9421,22,413,2017-05-23,false,Approved,431.45
9422,69,77,2017-02-02,true,Approved,594.68
9423,91,3039,2017-09-17,false,Approved,75.26
9424,64,1597,2017-12-05,false,Approved,596.55
9425,58,1048,2017-07-11,false,Approved,141.40
9426,12,3390,2017-03-12,false,Approved,709.48
9427,12,3294,2017-06-29,false,Approved,161.60
9428,1,1461,2017-03-01,false,Approved,954.82
9429,41,1040,2017-03-15,false,Approved,748.90
9430,98,598,2017-08-21,false,Approved,101.58
9431,52,2279,2017-10-14,true,Approved,829.51
9432,49,2726,2017-12-03,true,Approved,400.13
9433,80,612,2017-07-16,true,Approved,933.84
9434,44,868,2017-03-10,false,Approved,108.76
9435,21,261,2017-09-08,false,Approved,380.74
9436,4,903,2017-07-31,false,Approved,677.48
9437,66,1413,2017-02-01,true,Approved,525.33
9438,89,2071,2017-01-13,true,Approved,57.74
9439,61,137,2017-01-26,true,Approved,521.94
9440,90,1835,2017-11-30,false,Approved,290.41
9441,44,2044,2017-12-04,true,Approved,108.76
9442,59,1964,2017-09-19,false,Approved,733.58
9443,68,2339,2017-12-19,true,Cancelled,44.71
9444,66,1332,2017-10-03,true,Approved,525.33
9445,95,1570,2017-06-09,true,Approved,528.43
9446,22,2990,2017-09-07,true,Approved,431.45
9447,51,897,2017-09-23,false,Approved,1203.40
9448,63,2999,2017-10-26,false,Approved,99.59
9449,50,350,2017-04-07,false,Approved,131.92
9450,80,2244,2017-04-21,false,Approved,933.84
9451,95,453,2017-09-02,false,Approved,933.84
9452,93,1463,2017-03-18,false,Approved,874.90
9453,60,38,2017-08-22,false,Approved,1759.85
9454,0,2764,2017-07-23,true,Approved,
9455,11,906,2017-08-16,false,Approved,1580.47
9456,35,2105,2017-04-13,true,Approved,954.82
9457,53,1493,2017-11-12,false,Approved,764.96
9458,74,3345,2017-08-19,true,Approved,950.52
9459,22,1745,2017-11-24,true,Approved,45.26
9460,74,1644,2017-04-09,true,Approved,400.91
9461,60,3066,2017-07-19,true,Approved,1759.85
9462,84,2009,2017-11-09,true,Approved,215.14
9463,49,1823,2017-04-26,false,Approved,733.58
9464,91,183,2017-09-19,true,Approved,75.26
9465,84,332,2017-03-17,false,Approved,594.68
9466,51,2137,2017-12-10,false,Approved,1203.40
9467,79,105,2017-03-06,false,Approved,818.01
9468,45,1163,2017-10-04,false,Approved,234.43
9469,50,1312,2017-06-25,false,Approved,131.92
9470,49,400,2017-05-04,true,Approved,400.13
9471,84,687,2017-12-22,true,Approved,594.68
9472,31,2986,2017-08-26,true,Approved,173.18
9473,66,97,2017-05-24,true,Approved,525.33
9474,0,3398,2017-02-03,false,Approved,215.14
9475,52,470,2017-12-21,false,Approved,829.51
9476,58,708,2017-06-09,false,Approved,141.40
9477,63,1950,2017-09-27,false,Approved,99.59
9478,4,438,2017-10-23,false,Approved,99.59
9479,0,778,2017-11-27,false,Approved,
9480,75,2338,2017-05-23,false,Approved,863.95
9481,51,58,2017-07-31,true,Approved,1203.40
9482,48,2667,2017-09-23,false,Approved,950.52
9483,76,1943,2017-03-06,false,Approved,513.85
9484,79,2601,2017-06-18,false,Approved,818.01
9485,63,1398,2017-10-31,true,Approved,99.59
9486,24,2340,2017-09-28,true,Approved,820.78
9487,82,1991,2017-05-15,false,Approved,689.18
9488,1,488,2017-12-03,false,Approved,954.82
9489,83,1801,2017-04-28,false,Approved,675.03
9490,0,820,2017-12-22,false,Approved,528.43
9491,47,3358,2017-11-23,false,Approved,1531.42
9492,56,256,2017-08-18,true,Approved,612.88
9493,75,1368,2017-11-12,false,Approved,863.95
9494,80,2971,2017-05-22,true,Approved,596.55
9495,4,353,2017-03-11,true,Approved,677.48
9496,79,706,2017-11-30,false,Approved,675.03
9497,81,3183,2017-07-04,true,Approved,521.94
9498,34,2456,2017-07-12,true,Approved,464.72
9499,33,3493,2017-07-28,true,Approved,1610.90
9500,19,295,2017-08-13,true,Approved,7.21
9501,70,1098,2017-04-19,false,Approved,297.43
9502,19,406,2017-01-27,true,Approved,459.71
9503,49,676,2017-02-25,false,Approved,733.58
9504,34,3283,2017-04-19,true,Approved,464.72
9505,95,2783,2017-10-18,false,Approved,528.43
9506,60,2063,2017-03-13,false,Approved,1759.85
9507,52,2665,2017-08-28,false,Approved,829.51
9508,18,1120,2017-12-29,true,Approved,431.45
9509,89,1699,2017-03-23,true,Approved,57.74
9510,41,3075,2017-02-22,true,Approved,312.74
9511,95,2078,2017-10-12,false,Approved,528.43
9512,85,1551,2017-06-09,false,Approved,205.36
9513,74,2203,2017-11-11,true,Approved,950.52
9514,91,845,2017-08-27,true,Approved,75.26
9515,0,687,2017-08-21,true,Approved,270.30
9516,97,2425,2017-01-14,true,Approved,151.96
9517,62,2069,2017-08-08,false,Approved,298.72
9518,72,2445,2017-11-21,false,Approved,270.30
9519,33,1676,2017-08-04,false,Approved,1167.18
9520,8,483,2017-11-17,false,Approved,1516.13
9521,39,3379,2017-12-10,true,Approved,582.48
9522,98,42,2017-08-17,true,Approved,215.03
9523,51,313,2017-09-03,false,Approved,1203.40
9524,17,2812,2017-08-29,true,Approved,57.74
9525,47,2684,2017-10-26,false,Approved,1531.42
9526,90,1305,2017-04-07,true,Approved,507.58
9527,40,2654,2017-09-11,false,Approved,874.90
9528,6,1137,2017-04-22,false,Approved,136.73
9529,95,2761,2017-12-23,false,Approved,528.43
9530,77,1275,2017-05-19,true,Approved,795.10
9531,51,380,2017-01-04,false,Approved,1203.40
9532,98,2487,2017-05-02,false,Approved,215.03
9533,10,2154,2017-08-09,true,Approved,333.18
9534,99,790,2017-10-28,true,Approved,770.89
9535,60,1913,2017-09-06,false,Approved,1759.85
9536,42,620,2017-06-15,true,Approved,1610.90
9537,31,3418,2017-05-24,true,Approved,205.36
9538,23,3385,2017-11-06,false,Approved,612.88
9539,98,642,2017-07-11,true,Approved,215.03
9540,55,3137,2017-03-22,false,Approved,598.76
9541,83,2041,2017-09-02,false,Approved,675.03
9542,35,1908,2017-02-25,true,Approved,954.82
9543,27,1032,2017-01-10,true,Approved,388.72
9544,15,2985,2017-04-24,true,Approved,748.90
9545,14,1206,2017-10-08,false,Approved,1234.29
9546,48,996,2017-09-11,false,Approved,950.52
9547,49,3306,2017-11-20,false,Approved,400.13
9548,91,2278,2017-08-15,false,Approved,75.26
9549,93,2081,2017-04-18,true,Approved,230.09
9550,26,2787,2017-06-19,false,Approved,762.63
9551,91,2935,2017-12-13,false,Approved,75.26
9552,23,281,2017-01-02,true,Approved,381.10
9553,85,2129,2017-08-03,true,Approved,400.91
9554,49,1280,2017-08-05,false,Approved,733.58
9555,57,1174,2017-12-04,true,Approved,260.14
9556,89,725,2017-12-24,false,Approved,582.48
9557,71,1517,2017-12-02,true,Approved,1105.75
9558,0,2674,2017-09-24,false,Approved,45.26
9559,43,1907,2017-07-10,true,Approved,818.01
9560,0,1428,2017-05-08,true,Approved,312.74
9561,3,3367,2017-03-13,true,Approved,388.92
9562,15,545,2017-01-21,false,Approved,748.90
9563,96,147,2017-06-18,false,Approved,1043.77
9564,18,1859,2017-06-22,true,Approved,689.18
9565,53,1607,2017-03-29,true,Approved,101.58
9566,31,3082,2017-10-10,true,Approved,173.18
9567,2,45,2017-08-19,false,Approved,53.62
9568,83,2128,2017-01-21,true,Approved,675.03
9569,16,2161,2017-06-26,true,Approved,1479.11
9570,0,638,2017-05-17,false,Approved,376.84
9571,5,1951,2017-07-06,false,Approved,459.71
9572,71,2401,2017-07-19,false,Approved,1105.75
9573,12,1821,2017-04-28,false,Approved,709.48
9574,0,3013,2017-12-17,true,Approved,297.43
9575,58,1227,2017-09-24,false,Approved,141.40
9576,32,564,2017-12-19,false,Approved,707.40
9577,0,3494,2017-09-08,true,Approved,400.13
9578,73,3039,2017-10-22,false,Approved,333.18
9579,30,800,2017-06-22,true,Approved,448.90
9580,75,2544,2017-05-29,false,Approved,863.95
9581,13,969,2017-03-03,false,Approved,826.51
9582,54,1137,2017-03-24,false,Approved,13.44
9583,98,3185,2017-05-19,false,Approved,215.03
9584,19,1545,2017-06-17,true,Approved,7.21
9585,9,100,2017-12-19,true,Approved,667.40
9586,33,2485,2017-05-15,true,Approved,1167.18
9587,33,1265,2017-02-13,true,Approved,1167.18
9588,1,2676,2017-08-26,false,Approved,954.82
9589,0,1088,2017-09-15,false,Approved,388.72
9590,82,696,2017-04-14,true,Approved,689.18
9591,1,587,2017-06-23,true,Approved,954.82
9592,53,3020,2017-02-19,true,Approved,764.96
9593,52,1656,2017-07-23,false,Approved,829.51
9594,69,1370,2017-03-08,true,Approved,594.68
9595,8,1914,2017-01-13,false,Approved,1516.13
9596,14,3444,2017-03-22,false,Approved,1234.29
9597,23,2360,2017-11-29,true,Approved,381.10
9598,67,245,2017-08-21,true,Approved,376.84
9599,0,237,2017-03-16,false,Approved,136.73
9600,67,1837,2017-10-02,true,Approved,376.84
9601,45,2919,2017-01-20,false,Approved,234.43
9602,22,449,2017-04-02,false,Approved,431.45
9603,67,3243,2017-05-27,false,Approved,376.84
9604,80,3217,2017-07-21,false,Approved,933.84
9605,71,1083,2017-02-28,true,Approved,1105.75
9606,59,2457,2017-04-07,false,Approved,1259.36
9607,54,2588,2017-04-27,false,Approved,778.69
9608,29,984,2017-07-13,true,Approved,407.54
9609,47,223,2017-09-12,false,Approved,1531.42
9610,25,204,2017-09-07,false,Approved,829.65
9611,16,574,2017-03-28,false,Approved,1479.11
9612,68,716,2017-11-21,true,Approved,44.71
9613,35,1816,2017-09-04,true,Approved,154.40
9614,63,824,2017-12-21,true,Approved,99.59
9615,61,1302,2017-04-27,true,Approved,56.93
9616,22,1191,2017-11-16,true,Approved,45.26
9617,40,2273,2017-02-14,true,Approved,874.90
9618,68,2172,2017-01-19,false,Approved,44.71
9619,65,3059,2017-08-10,true,Approved,778.69
9620,0,262,2017-12-18,false,Approved,173.18
9621,88,275,2017-03-10,true,Approved,1479.11
9622,28,90,2017-07-12,false,Approved,1082.36
9623,71,2220,2017-01-10,true,Approved,1105.75
9624,78,2335,2017-12-19,true,Approved,709.48
9625,1,3317,2017-04-01,false,Approved,954.82
9626,95,571,2017-04-20,false,Approved,528.43
9627,1,568,2017-09-13,false,Approved,954.82
9628,85,2641,2017-12-19,true,Approved,205.36
9629,65,2493,2017-10-16,true,Approved,778.69
9630,0,2324,2017-03-15,false,Approved,
9631,7,3238,2017-08-20,true,Approved,234.43
9632,19,1951,2017-01-31,true,Approved,7.21
9633,3,738,2017-05-30,true,Approved,388.92
9634,43,1404,2017-07-13,true,Approved,649.49
9635,91,3137,2017-08-18,false,Approved,75.26
9636,44,815,2017-04-05,true,Approved,108.76
9637,86,133,2017-01-19,true,Approved,125.07
9638,52,579,2017-04-28,true,Approved,829.51
9639,25,1337,2017-07-15,true,Approved,829.65
9640,8,2607,2017-12-25,true,Approved,1516.13
9641,82,2165,2017-06-18,true,Approved,689.18
9642,80,1199,2017-10-13,false,Approved,933.84
9643,24,1299,2017-05-13,true,Approved,820.78
9644,26,2002,2017-06-20,true,Approved,762.63
9645,53,1631,2017-06-05,false,Approved,101.58
9646,60,718,2017-09-03,true,Approved,1759.85
9647,29,3388,2017-06-03,true,Approved,407.54
9648,92,3056,2017-01-01,false,Approved,1259.36
9649,99,1357,2017-02-26,false,Approved,1531.42
9650,34,239,2017-12-16,true,Approved,464.72
9651,10,338,2017-06-17,false,Approved,363.25
9652,58,1705,2017-03-26,false,Approved,141.40
9653,79,1237,2017-03-22,true,Approved,675.03
9654,8,1878,2017-11-28,false,Approved,1516.13
9655,27,1199,2017-10-14,false,Approved,388.72
9656,39,2961,2017-11-01,false,Approved,582.48
9657,72,1339,2017-09-19,true,Approved,141.40
9658,64,2376,2017-10-25,false,Approved,1759.85
9659,29,1085,2017-10-27,false,Approved,407.54
9660,98,2373,2017-07-25,false,Approved,101.58
9661,79,1559,2017-01-15,true,Approved,675.03
9662,49,1407,2017-01-28,true,Approved,400.13
9663,7,91,2017-07-28,false,Approved,234.43
9664,29,925,2017-11-22,true,Approved,407.54
9665,32,3243,2017-07-20,false,Approved,211.37
9666,95,1262,2017-07-21,true,Approved,933.84
9667,2,2496,2017-02-25,true,Approved,53.62
9668,49,1054,2017-06-21,true,Approved,400.13
9669,45,2677,2017-10-25,false,Approved,84.99
9670,28,2650,2017-09-08,false,Approved,1082.36
9671,0,284,2017-04-15,false,Approved,400.13
9672,43,2914,2017-08-10,true,Approved,649.49
9673,58,3274,2017-01-30,false,Approved,141.40
9674,43,1630,2017-08-19,false,Approved,649.49
9675,79,139,2017-02-28,true,Approved,818.01
9676,10,2892,2017-12-18,false,Approved,363.25
9677,89,833,2017-04-04,true,Approved,582.48
9678,99,315,2017-05-21,false,Approved,770.89
9679,86,2467,2017-01-09,false,Approved,125.07
9680,26,467,2017-07-14,false,Approved,762.63
9681,99,626,2017-02-06,true,Approved,770.89
9682,97,242,2017-08-06,true,Approved,151.96
9683,66,970,2017-11-07,true,Approved,589.27
9684,62,2704,2017-01-30,true,Approved,298.72
9685,91,1025,2017-04-09,true,Approved,75.26
9686,76,3426,2017-10-25,true,Approved,513.85
9687,10,2597,2017-04-09,false,Approved,333.18
9688,19,1189,2017-11-13,false,Approved,459.71
9689,6,112,2017-11-13,true,Approved,448.90
9690,17,1631,2017-08-08,false,Approved,614.80
9691,0,858,2017-08-28,true,Approved,45.26
9692,35,466,2017-11-20,true,Approved,154.40
9693,27,820,2017-07-30,false,Approved,154.40
9694,87,2529,2017-02-14,false,Approved,44.71
9695,45,2565,2017-06-18,false,Approved,84.99
9696,46,1131,2017-04-28,false,Approved,74.51
9697,29,517,2017-12-20,true,Approved,407.54
9698,0,260,2017-07-19,false,Approved,136.73
9699,95,3090,2017-04-19,true,Approved,528.43
9700,70,1763,2017-10-23,true,Approved,297.43
9701,11,1555,2017-02-25,false,Approved,1580.47
9702,33,1688,2017-02-14,false,Approved,1167.18
9703,38,1324,2017-04-01,true,Approved,826.51
9704,97,2587,2017-05-15,false,Approved,151.96
9705,99,3257,2017-12-24,false,Approved,770.89
9706,63,3048,2017-08-31,false,Approved,99.59
9707,82,1365,2017-05-24,true,Approved,689.18
9708,2,542,2017-06-14,false,Approved,53.62
9709,14,1244,2017-10-06,false,Approved,1234.29
9710,46,3302,2017-08-06,false,Approved,74.51
9711,81,1515,2017-09-25,false,Approved,521.94
9712,65,3361,2017-03-04,false,Approved,778.69
9713,97,3038,2017-06-27,false,Approved,667.40
9714,42,1064,2017-08-13,false,Approved,1610.90
9715,0,1546,2017-10-14,false,Approved,
9716,0,2307,2017-06-22,false,Approved,407.54
9717,84,2806,2017-02-01,false,Approved,215.14
9718,26,1552,2017-09-22,false,Approved,762.63
9719,50,3302,2017-04-27,true,Approved,131.92
9720,77,3067,2017-06-18,false,Approved,795.10
9721,27,1472,2017-01-06,false,Approved,388.72
9722,72,1044,2017-01-17,false,Approved,141.40
9723,4,2912,2017-10-01,false,Approved,99.59
9724,36,1241,2017-02-14,true,Approved,507.58
9725,59,1275,2017-08-01,true,Approved,733.58
9726,45,3017,2017-04-25,true,Approved,84.99
9727,41,1950,2017-07-07,false,Approved,312.74
9728,78,2354,2017-11-24,false,Approved,709.48
9729,65,3155,2017-01-06,false,Approved,778.69
9730,23,914,2017-08-17,true,Approved,612.88
9731,68,212,2017-02-14,true,Approved,44.71
9732,63,1215,2017-06-28,false,Approved,99.59
9733,35,1728,2017-11-15,false,Approved,154.40
9734,0,621,2017-01-22,true,Approved,53.62
9735,69,2041,2017-01-16,false,Approved,594.68
9736,28,1930,2017-12-09,false,Approved,1516.13
9737,87,1799,2017-08-14,false,Approved,707.40
9738,61,2063,2017-12-21,true,Approved,56.93
9739,38,3264,2017-02-03,true,Approved,826.51
9740,61,718,2017-09-24,false,Approved,56.93
9741,5,1662,2017-05-15,true,Approved,677.48
9742,42,1319,2017-12-14,false,Approved,1610.90
9743,76,3270,2017-02-10,false,Approved,513.85
9744,57,292,2017-03-08,false,Approved,260.14
9745,63,483,2017-01-15,false,Approved,99.59
9746,55,2856,2017-11-11,false,Approved,598.76
9747,94,2825,2017-01-03,true,Approved,993.66
9748,10,1557,2017-03-17,true,Approved,363.25
9749,45,641,2017-02-02,false,Approved,84.99
9750,62,41,2017-04-18,false,Approved,298.72
9751,21,2369,2017-06-19,true,Approved,380.74
9752,66,3050,2017-08-02,true,Approved,589.27
9753,6,2023,2017-11-30,false,Approved,448.90
9754,50,493,2017-05-31,false,Approved,131.92
9755,0,861,2017-11-06,true,Approved,215.14
9756,56,877,2017-05-22,false,Approved,137.90
9757,4,447,2017-07-23,false,Approved,677.48
9758,16,701,2017-04-02,false,Approved,1479.11
9759,60,1048,2017-08-19,true,Approved,1759.85
9760,0,2553,2017-07-23,true,Approved,
9761,83,290,2017-07-15,false,Approved,675.03
9762,60,484,2017-12-11,true,Approved,1759.85
9763,7,2394,2017-10-01,false,Approved,234.43
9764,97,422,2017-02-10,false,Approved,151.96
9765,92,782,2017-05-03,false,Approved,1259.36
9766,47,2131,2017-02-14,true,Approved,1531.42
9767,45,260,2017-02-20,true,Approved,234.43
9768,49,3360,2017-10-04,true,Approved,400.13
9769,5,3496,2017-03-07,false,Approved,459.71
9770,17,1018,2017-12-04,true,Approved,614.80
9771,25,1800,2017-05-14,false,Approved,1203.40
9772,72,1301,2017-01-09,false,Approved,270.30
9773,44,2705,2017-02-14,false,Approved,108.76
9774,64,1783,2017-07-12,true,Approved,596.55
9775,74,2268,2017-11-25,true,Approved,400.91
9776,0,213,2017-06-30,true,Approved,270.30
9777,31,2183,2017-12-22,false,Approved,173.18
9778,3,750,2017-01-30,true,Approved,388.92
9779,72,1702,2017-08-09,false,Approved,270.30
9780,21,1769,2017-07-25,false,Approved,380.74
9781,1,2565,2017-07-03,true,Approved,954.82
9782,23,2686,2017-06-22,false,Approved,612.88
9783,30,2459,2017-07-24,false,Approved,770.89
9784,21,1513,2017-01-28,true,Approved,380.74
9785,72,1,2017-01-05,false,Approved,270.30
9786,28,367,2017-02-14,false,Approved,1082.36
9787,82,298,2017-12-06,true,Approved,829.65
9788,21,850,2017-06-08,true,Approved,380.74
9789,0,288,2017-03-27,false,Approved,136.73
9790,67,1756,2017-08-01,false,Approved,380.74
9791,65,391,2017-01-24,true,Approved,778.69
9792,60,34,2017-06-25,true,Approved,1759.85
9793,88,1839,2017-02-13,false,Approved,1479.11
9794,43,2632,2017-09-30,false,Approved,649.49
9795,23,2130,2017-10-01,true,Approved,381.10
9796,76,1111,2017-07-11,true,Approved,1043.77
9797,52,919,2017-06-04,false,Approved,829.51
9798,71,2134,2017-10-10,true,Approved,1105.75
9799,31,946,2017-03-21,true,Approved,205.36
9800,22,410,2017-08-19,true,Approved,45.26
9801,89,1195,2017-04-04,false,Approved,57.74
9802,68,1439,2017-07-22,false,Approved,44.71
9803,9,3018,2017-02-09,true,Approved,1082.36
9804,0,1990,2017-10-05,false,Approved,45.26
9805,19,3086,2017-07-03,true,Approved,459.71
9806,69,2400,2017-12-11,true,Approved,594.68
9807,11,1742,2017-03-10,true,Approved,1580.47
9808,0,2505,2017-06-29,true,Approved,173.18
9809,72,49,2017-03-12,false,Approved,270.30
9810,0,345,2017-01-06,false,Approved,53.62
9811,40,533,2017-03-12,false,Approved,874.90
9812,51,1526,2017-06-09,true,Approved,1203.40
9813,86,2599,2017-07-03,false,Approved,125.07
9814,4,1186,2017-11-03,true,Approved,677.48
9815,35,2027,2017-05-07,true,Approved,954.82
9816,13,38,2017-08-13,false,Approved,589.27
9817,6,3027,2017-11-29,false,Approved,136.73
9818,98,1707,2017-11-28,false,Approved,101.58
9819,7,3114,2017-09-10,false,Approved,234.43
9820,31,1425,2017-12-30,true,Approved,205.36
9821,72,2774,2017-06-25,false,Approved,270.30
9822,5,2401,2017-12-09,true,Approved,459.71
9823,54,791,2017-01-18,true,Approved,13.44
9824,92,3111,2017-07-29,true,Approved,1259.36
9825,77,959,2017-03-09,false,Approved,795.10
9826,84,1255,2017-04-21,true,Approved,215.14
9827,87,946,2017-07-03,true,Approved,44.71
9828,42,2783,2017-04-03,true,Approved,1610.90
9829,67,3176,2017-04-29,true,Approved,376.84
9830,89,3355,2017-11-08,false,Approved,57.74
9831,79,3244,2017-05-09,false,Approved,818.01
9832,81,3410,2017-02-01,true,Approved,521.94
9833,71,1818,2017-05-10,false,Approved,1105.75
